Election_Id,State,State_Code,Party,Won,Leading,Total,Timestamp
2026_RESULTS,West Bengal,S25,Bharatiya Janata Party - BJP,0,1,1,2026-05-04 09:06:45
2026_RESULTS,West Bengal,S25,Bharatiya Gorkha Prajatantrik Morcha - BGPM,0,1,1,2026-05-04 09:20:46
2026_RESULTS,West Bengal,S25,Bharatiya Janata Party - BJP,0,1,1,2026-05-04 09:20:46
2026_RESULTS,West Bengal,S25,Bharatiya Janata Party - BJP,0,3,3,2026-05-04 03:56:06
2026_RESULTS,West Bengal,S25,Bharatiya Gorkha Prajatantrik Morcha - BGPM,0,1,1,2026-05-04 03:56:06
2026_RESULTS,West Bengal,S25,All India Trinamool Congress - AITC,0,1,1,2026-05-04 03:56:06
2026_RESULTS,West Bengal,S25,Bharatiya Janata Party - BJP,0,8,8,2026-05-04 04:02:56
2026_RESULTS,West Bengal,S25,Bharatiya Gorkha Prajatantrik Morcha - BGPM,0,1,1,2026-05-04 04:02:56
2026_RESULTS,West Bengal,S25,All India Trinamool Congress - AITC,0,1,1,2026-05-04 04:02:56
2026_RESULTS,West Bengal,S25,Bharatiya Janata Party - BJP,0,8,8,2026-05-04 04:05:48
2026_RESULTS,West Bengal,S25,All India Trinamool Congress - AITC,0,2,2,2026-05-04 04:05:48
2026_RESULTS,West Bengal,S25,Bharatiya Gorkha Prajatantrik Morcha - BGPM,0,1,1,2026-05-04 04:05:48
2026_RESULTS,West Bengal,S25,Bharatiya Janata Party - BJP,0,11,11,2026-05-04 04:11:05
2026_RESULTS,West Bengal,S25,Bharatiya Gorkha Prajatantrik Morcha - BGPM,0,2,2,2026-05-04 04:11:05
2026_RESULTS,West Bengal,S25,All India Trinamool Congress - AITC,0,2,2,2026-05-04 04:11:05
2026_RESULTS,West Bengal,S25,Bharatiya Janata Party - BJP,0,14,14,2026-05-04 04:13:55
2026_RESULTS,West Bengal,S25,All India Trinamool Congress - AITC,0,3,3,2026-05-04 04:13:55
2026_RESULTS,West Bengal,S25,Bharatiya Gorkha Prajatantrik Morcha - BGPM,0,2,2,2026-05-04 04:13:55
2026_RESULTS,West Bengal,S25,Bharatiya Janata Party - BJP,0,18,18,2026-05-04 04:17:28
2026_RESULTS,West Bengal,S25,All India Trinamool Congress - AITC,0,4,4,2026-05-04 04:17:28
2026_RESULTS,West Bengal,S25,Bharatiya Gorkha Prajatantrik Morcha - BGPM,0,2,2,2026-05-04 04:17:28
2026_RESULTS,West Bengal,S25,Bharatiya Janata Party - BJP,0,21,21,2026-05-04 04:22:42
2026_RESULTS,West Bengal,S25,All India Trinamool Congress - AITC,0,4,4,2026-05-04 04:22:42
2026_RESULTS,West Bengal,S25,Bharatiya Gorkha Prajatantrik Morcha - BGPM,0,2,2,2026-05-04 04:22:42
2026_RESULTS,West Bengal,S25,Bharatiya Janata Party - BJP,0,24,24,2026-05-04 04:26:25
2026_RESULTS,West Bengal,S25,All India Trinamool Congress - AITC,0,5,5,2026-05-04 04:26:25
2026_RESULTS,West Bengal,S25,Bharatiya Gorkha Prajatantrik Morcha - BGPM,0,2,2,2026-05-04 04:26:25
2026_RESULTS,West Bengal,S25,Bharatiya Janata Party - BJP,0,28,28,2026-05-04 04:31:09
2026_RESULTS,West Bengal,S25,All India Trinamool Congress - AITC,0,8,8,2026-05-04 04:31:09
2026_RESULTS,West Bengal,S25,Bharatiya Gorkha Prajatantrik Morcha - BGPM,0,2,2,2026-05-04 04:31:09
2026_RESULTS,West Bengal,S25,Bharatiya Janata Party - BJP,0,36,36,2026-05-04 04:34:07
2026_RESULTS,West Bengal,S25,All India Trinamool Congress - AITC,0,14,14,2026-05-04 04:34:07
