Election_Id,State,State_Code,Constituency_No,Constituency_Key,Constituency_Name,Leading_Candidate,Leading_Party,Trailing_Candidate,Trailing_Party,Margin,Round,Status,Timestamp
2026_RESULTS,Kerala,S11,115,S11-115,ADOOR,,,,,-,-,Result in Progress,2026-05-04 03:50:35
2026_RESULTS,Kerala,S11,104,S11-104,ALAPPUZHA,,,,,-,-,Result in Progress,2026-05-04 03:50:35
2026_RESULTS,Kerala,S11,60,S11-060,ALATHUR,T M SASI,Communist Party of India (Marxist),K M FEBIN,Indian National Congress,655,1/13,Result in Progress,2026-05-04 03:50:35
2026_RESULTS,Kerala,S11,76,S11-076,ALUVA,,,,,-,-,Result in Progress,2026-05-04 03:50:35
2026_RESULTS,Kerala,S11,105,S11-105,AMBALAPPUZHA,,,,,-,-,Result in Progress,2026-05-04 03:50:35
2026_RESULTS,Kerala,S11,75,S11-075,ANGAMALY,,,,,-,-,Result in Progress,2026-05-04 03:50:35
2026_RESULTS,Kerala,S11,113,S11-113,ARANMULA,,,,,-,-,Result in Progress,2026-05-04 03:50:35
2026_RESULTS,Kerala,S11,102,S11-102,AROOR,,,,,-,-,Result in Progress,2026-05-04 03:50:35
2026_RESULTS,Kerala,S11,136,S11-136,ARUVIKKARA,V. S. SIVAKUMAR,Indian National Congress,ADV. G. STEEPHEN,Communist Party of India (Marxist),239,1/20,Result in Progress,2026-05-04 03:50:35
2026_RESULTS,Kerala,S11,128,S11-128,ATTINGAL,,,,,-,-,Result in Progress,2026-05-04 03:50:35
2026_RESULTS,Kerala,S11,10,S11-010,AZHIKODE,,,,,-,-,Result in Progress,2026-05-04 03:50:35
2026_RESULTS,Kerala,S11,25,S11-025,BALUSSERI,,,,,-,-,Result in Progress,2026-05-04 03:50:35
2026_RESULTS,Kerala,S11,29,S11-029,BEYPORE,,,,,-,-,Result in Progress,2026-05-04 03:50:35
2026_RESULTS,Kerala,S11,122,S11-122,CHADAYAMANGALAM,,,,,-,-,Result in Progress,2026-05-04 03:50:35
2026_RESULTS,Kerala,S11,72,S11-072,CHALAKUDY,,,,,-,-,Result in Progress,2026-05-04 03:50:35
2026_RESULTS,Kerala,S11,99,S11-099,CHANGANASSERY,,,,,-,-,Result in Progress,2026-05-04 03:50:35
2026_RESULTS,Kerala,S11,126,S11-126,CHATHANNOOR,,,,,-,-,Result in Progress,2026-05-04 03:50:35
2026_RESULTS,Kerala,S11,117,S11-117,CHAVARA,SHIBU BABY JOHN,Revolutionary Socialist Party,DR.SUJITH VIJAYANPILLAI,Independent,1815,1/14,Result in Progress,2026-05-04 03:50:35
2026_RESULTS,Kerala,S11,61,S11-061,CHELAKKARA,U R PRADEEP,Communist Party of India (Marxist),SIVADASAN (SIVAN VEETTIKUNNU),Independent,2182,1/16,Result in Progress,2026-05-04 03:50:35
2026_RESULTS,Kerala,S11,110,S11-110,CHENGANNUR,,,,,-,-,Result in Progress,2026-05-04 03:50:35
2026_RESULTS,Kerala,S11,103,S11-103,CHERTHALA,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,129,S11-129,CHIRAYINKEEZHU,RAMYA HARIDAS,Indian National Congress,MANOJ EDAMANA,Communist Party of India,153,1/16,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,58,S11-058,CHITTUR,ADV. SUMESH ACHUTHAN,Indian National Congress,ADV. V. MURUGADAS,Indian Socialist Janata Dal,724,1/13,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,88,S11-088,DEVIKULAM,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,12,S11-012,DHARMADAM,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,26,S11-026,ELATHUR,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,82,S11-082,ERANAKULAM,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,125,S11-125,ERAVIPURAM,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,34,S11-034,ERNAD,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,96,S11-096,ETTUMANOOR,NATTAKOM SURESH,Indian National Congress,V. N. VASAVAN,Communist Party of India (Marxist),1181,1/13,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,63,S11-063,GURUVAYOOR,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,107,S11-107,HARIPAD,RAMESH CHENNITHALA,Indian National Congress,T.T.JISMON,Communist Party of India,1530,1/15,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,91,S11-091,IDUKKI,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,9,S11-009,IRIKKUR,ADV. SAJEEV JOSEPH,Indian National Congress,ADV. MATHEW KUNNAPPALLY,Kerala Congress (M),2393,1/16,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,70,S11-070,IRINJALAKUDA,ADV. THOMAS UNNIYADAN,Kerala Congress,DR.R.BINDU,Communist Party of India (Marxist),1045,1/16,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,94,S11-094,KADUTHURUTHY,ADV.MONS JOSEPH,Kerala Congress,NIRMALA JIMMY,Kerala Congress (M),1631,1/15,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,69,S11-069,KAIPAMANGALAM,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,77,S11-077,KALAMASSERY,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,7,S11-007,KALLIASSERI,M.VIJIN,Communist Party of India (Marxist),ADV. RAJEEVAN KAPPACHERI,Indian National Congress,2052,1/14,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,19,S11-019,KALPETTA,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,4,S11-004,KANHANGAD,ADV. GOVINDAN PALLIKAPPIL,Communist Party of India,SHAIJI OTTAPALLI,Kerala Congress,1529,1/18,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,100,S11-100,KANJIRAPPALLY,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,11,S11-011,KANNUR,ADV.T.O. MOHANAN,Indian National Congress,RAMACHANDRAN KADANNAPPALLI,Congress (Secular),3348,1/13,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,116,S11-116,KARUNAGAPPALLY,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,2,S11-002,KASARAGOD,KALLATRA MAHIN,Indian Union Muslim League,SHANAVAS PADHOOR,Independent,4177,1/16,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,138,S11-138,KATTAKKADA,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,108,S11-108,KAYAMKULAM,ADV.M.LIJU,Indian National Congress,ADV.U.PRATHIBHA,Communist Party of India (Marxist),493,1/17,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,132,S11-132,KAZHAKOOTTAM,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,80,S11-080,KOCHI,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,73,S11-073,KODUNGALLUR,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,31,S11-031,KODUVALLY,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,124,S11-124,KOLLAM,ADV. BINDHU KRISHNA,Indian National Congress,S. JAYAMOHAN,Communist Party of India (Marxist),476,1/14,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,33,S11-033,KONDOTTY,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,53,S11-053,KONGAD,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,114,S11-114,KONNI,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,87,S11-087,KOTHAMANGALAM,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,46,S11-046,KOTTAKKAL,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,119,S11-119,KOTTARAKKARA,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,97,S11-097,KOTTAYAM,THIRUVANCHOOR RADHAKRISHNAN,Indian National Congress,ADV.K. ANILKUMAR,Communist Party of India (Marxist),2538,1/14,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,139,S11-139,KOVALAM,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,27,S11-027,KOZHIKODE NORTH,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,28,S11-028,KOZHIKODE SOUTH,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,123,S11-123,KUNDARA,P. C. VISHNUNADH,Indian National Congress,S. L. SAJIKUMAR,Communist Party of India (Marxist),834,1/17,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,30,S11-030,KUNNAMANGALAM,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,62,S11-062,KUNNAMKULAM,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,84,S11-084,KUNNATHUNAD,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,118,S11-118,KUNNATHUR,ULLAS KOVUR,Revolutionary Socialist Party,KOVOOR KUNJUMON,Kerala Revolutionary Socialist Party (Leninist- Marxist),358,1/17,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,14,S11-014,KUTHUPARAMBA,P K PRAVEEN,Rashtriya Janata Dal,JAYANTHI RAJAN,Indian Union Muslim League,1068,1/16,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,106,S11-106,KUTTANAD,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,21,S11-021,KUTTIADI,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,55,S11-055,MALAMPUZHA,A PRABHAKARAN,Communist Party of India (Marxist),A SURESH,Indian National Congress,2012,1/14,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,40,S11-040,MALAPPURAM,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,64,S11-064,MANALUR,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,17,S11-017,MANANTHAVADY,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,37,S11-037,MANJERI,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,1,S11-001,MANJESHWAR,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,39,S11-039,MANKADA,MANJALAMKUZHI ALI,Indian Union Muslim League,KUNNATH MOHAMED S/O ALI HAJI,Independent,3195,1/22,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,54,S11-054,MANNARKKAD,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,15,S11-015,MATTANNUR,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,109,S11-109,MAVELIKKARA,,,,,-,-,Result in Progress,2026-05-04 03:50:36
2026_RESULTS,Kerala,S11,86,S11-086,MUVATTUPUZHA,DR. MATHEW KUZHALNADAN,Indian National Congress,N ARUN,Communist Party of India,1666,1/15,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,22,S11-022,NADAPURAM,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,68,S11-068,NATTIKA,GEETHAGOPI,Communist Party of India,C.C. MUKUNDAN,Bharatiya Janata Party,859,1/17,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,130,S11-130,NEDUMANGAD,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,59,S11-059,NEMMARA,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,135,S11-135,NEMOM,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,140,S11-140,NEYYATTINKARA,K. ANSALAN,Communist Party of India (Marxist),N. SHAKTHAN,Indian National Congress,381,1/18,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,35,S11-035,NILAMBUR,ARYADAN SHOUKATH,Indian National Congress,U SHARAFALI,Independent,2663,1/19,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,66,S11-066,OLLUR,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,52,S11-052,OTTAPPALAM,P.K SASI P.K.S S/O PADMINI AMMA,Independent,ADV. K. PREMKUMAR,Communist Party of India (Marxist),648,1/14,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,93,S11-093,PALA,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,56,S11-056,PALAKKAD,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,137,S11-137,PARASSALA,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,78,S11-078,PARAVUR,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,120,S11-120,PATHANAPURAM,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,50,S11-050,PATTAMBI,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,6,S11-006,PAYYANNUR,T. I. MADHUSOODANAN,Communist Party of India (Marxist),V. KUNHIKRISHNAN,Independent,2408,1/14,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,92,S11-092,PEERUMADE,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,24,S11-024,PERAMBRA,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,16,S11-016,PERAVOOR,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,38,S11-038,PERINTHALMANNA,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,74,S11-074,PERUMBAVOOR,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,85,S11-085,PIRAVOM,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,48,S11-048,PONNANI,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,101,S11-101,POONJAR,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,71,S11-071,PUDUKKAD,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,121,S11-121,PUNALUR,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,98,S11-098,PUTHUPPALLY,ADV. CHANDY OOMMEN,Indian National Congress,K. M. RADHAKRISHNAN,Communist Party of India (Marxist),3454,1/15,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,23,S11-023,QUILANDY,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,112,S11-112,RANNI,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,51,S11-051,SHORNUR,P.HARIGOVINDAN,Indian National Congress,P.MAMMIKUTTY,Communist Party of India (Marxist),1509,1/12,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,18,S11-018,SULTHANBATHERY,I C BALAKRISHNAN,Indian National Congress,M S VISWANATHAN,Communist Party of India (Marxist),2092,1/18,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,8,S11-008,TALIPARAMBA,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,44,S11-044,TANUR,P K NAVAS,Indian Union Muslim League,MOHAMED SAMEER T THIRUTHIYIL HOUSE,Independent,1823,1/16,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,57,S11-057,TARUR,SUMOD,Communist Party of India (Marxist),SUBRAMANIAN K C,Indian National Congress,1539,1/13,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,13,S11-013,THALASSERY,KARAYI RAJAN,Communist Party of India (Marxist),SAJU K P,Indian National Congress,2881,1/14,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,47,S11-047,THAVANUR,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,111,S11-111,THIRUVALLA,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,32,S11-032,THIRUVAMBADI,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,134,S11-134,THIRUVANANTHAPURAM,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,90,S11-090,THODUPUZHA,,,,,-,-,Result in Progress,2026-05-04 03:50:37
2026_RESULTS,Kerala,S11,83,S11-083,THRIKKAKARA,,,,,-,-,Result in Progress,2026-05-04 03:50:37
