Election_Id,State,State_Code,Constituency_No,Constituency_Key,Constituency_Name,SN,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,Vote_Percentage,Timestamp
2026_RESULTS,Kerala,S11,77,S11-077,KALAMASSERY,1,ADV. V E ABDUL GAFOOR,Indian Union Muslim League,79661,945,80606,49.35,2026-05-04 12:15:19
2026_RESULTS,Kerala,S11,77,S11-077,KALAMASSERY,2,P RAJEEVE,Communist Party of India (Marxist),63413,881,64294,39.36,2026-05-04 12:15:19
2026_RESULTS,Kerala,S11,77,S11-077,KALAMASSERY,3,SHAMSU T K,Aam Aadmi Party,544,9,553,0.34,2026-05-04 12:15:19
2026_RESULTS,Kerala,S11,77,S11-077,KALAMASSERY,4,SIYAD V A,Bahujan Samaj Party,327,4,331,0.2,2026-05-04 12:15:19
2026_RESULTS,Kerala,S11,77,S11-077,KALAMASSERY,5,AJMAL K MUJEEB,Social Democratic Party Of India,1572,6,1578,0.97,2026-05-04 12:15:19
2026_RESULTS,Kerala,S11,77,S11-077,KALAMASSERY,6,BINU,Bharath Dharma Jana Sena,13981,149,14130,8.65,2026-05-04 12:15:19
2026_RESULTS,Kerala,S11,77,S11-077,KALAMASSERY,7,A RAJEENA,Socialist Unity Centre Of India (COMMUNIST),299,2,301,0.18,2026-05-04 12:15:19
2026_RESULTS,Kerala,S11,77,S11-077,KALAMASSERY,8,RAJEEV S/O VAREED,Independent,228,5,233,0.14,2026-05-04 12:15:19
2026_RESULTS,Kerala,S11,77,S11-077,KALAMASSERY,9,NOTA,None of the Above,1300,19,1319,0.81,2026-05-04 12:15:19
