Election_Id,State,State_Code,Constituency_No,Constituency_Key,Constituency_Name,SN,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,Vote_Percentage,Timestamp
2026_RESULTS,Puducherry,U07,4,U07-004,MANGALAM,1,K. RAGUBADY,Indian National Congress,0,0,0,0,2026-05-04 09:21:49
2026_RESULTS,Puducherry,U07,4,U07-004,MANGALAM,2,N. RANGASAMY,All India N.R. Congress,0,0,0,0,2026-05-04 09:21:49
2026_RESULTS,Puducherry,U07,4,U07-004,MANGALAM,3,S.S. RANGAN,Dravida Munnetra Kazhagam,0,0,0,0,2026-05-04 09:21:49
2026_RESULTS,Puducherry,U07,4,U07-004,MANGALAM,4,SATHIYAMOORTHY .G,Tamilaga Makkal Thannurimai Katchi,0,0,0,0,2026-05-04 09:21:49
2026_RESULTS,Puducherry,U07,4,U07-004,MANGALAM,5,M.K. SATHIA MANIKKAVASAGANE,Tamilaga Vettri Kazhagam,0,0,0,0,2026-05-04 09:21:49
2026_RESULTS,Puducherry,U07,4,U07-004,MANGALAM,6,M. SUBRAMANI,Naam Tamilar Katchi,0,0,0,0,2026-05-04 09:21:49
2026_RESULTS,Puducherry,U07,4,U07-004,MANGALAM,7,G. MATHIYALAGAN,Pattali Makkal Katchi,0,0,0,0,2026-05-04 09:21:49
2026_RESULTS,Puducherry,U07,4,U07-004,MANGALAM,8,I. THAVAMANI,Independent,0,0,0,0,2026-05-04 09:21:49
2026_RESULTS,Puducherry,U07,4,U07-004,MANGALAM,9,E. BALARAMAN,Independent,0,0,0,0,2026-05-04 09:21:49
2026_RESULTS,Puducherry,U07,4,U07-004,MANGALAM,10,NOTA,None of the Above,0,0,0,0,2026-05-04 09:21:49
