Election_Id,State,State_Code,Constituency_No,Constituency_Key,Constituency_Name,SN,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,Vote_Percentage,Timestamp
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,1,P.R.N. THIRUMURUGAN,All India N.R. Congress,0,0,0,0.0,2026-05-04 09:21:37
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,2,A.M. RANJITH,Indian National Congress,0,0,0,0.0,2026-05-04 09:21:37
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,3,S. ANUSUYA,Naam Tamilar Katchi,0,0,0,0.0,2026-05-04 09:21:37
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,4,R. BALAGURU,Desa Makkal Munnetrak Kazhagam,0,0,0,0.0,2026-05-04 09:21:37
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,5,A. VENGADESH,Tamilaga Vettri Kazhagam,0,0,0,0.0,2026-05-04 09:21:37
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,6,DR. M. DHANABAL,Independent,0,0,0,0.0,2026-05-04 09:21:37
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,7,N.D. PERUNTHAGAI,Independent,0,0,0,0.0,2026-05-04 09:21:37
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,8,MURUGANANDAM,Independent,0,0,0,0.0,2026-05-04 09:21:37
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,9,SHAJAHAN,Independent,0,0,0,0.0,2026-05-04 09:21:37
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,10,NOTA,None of the Above,0,0,0,0.0,2026-05-04 09:21:37
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,1,P.R.N. THIRUMURUGAN,All India N.R. Congress,5218,0,5218,50.25,2026-05-04 04:13:46
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,2,A.M. RANJITH,Indian National Congress,3166,0,3166,30.49,2026-05-04 04:13:46
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,3,S. ANUSUYA,Naam Tamilar Katchi,184,0,184,1.77,2026-05-04 04:13:46
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,4,R. BALAGURU,Desa Makkal Munnetrak Kazhagam,14,0,14,0.13,2026-05-04 04:13:46
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,5,A. VENGADESH,Tamilaga Vettri Kazhagam,1583,0,1583,15.24,2026-05-04 04:13:46
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,6,DR. M. DHANABAL,Independent,14,0,14,0.13,2026-05-04 04:13:46
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,7,N.D. PERUNTHAGAI,Independent,10,0,10,0.1,2026-05-04 04:13:46
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,8,MURUGANANDAM,Independent,105,0,105,1.01,2026-05-04 04:13:46
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,9,SHAJAHAN,Independent,16,0,16,0.15,2026-05-04 04:13:46
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,10,NOTA,None of the Above,75,0,75,0.72,2026-05-04 04:13:46
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,1,P.R.N. THIRUMURUGAN,All India N.R. Congress,5218,203,5421,50.01,2026-05-04 05:48:30
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,2,A.M. RANJITH,Indian National Congress,3166,194,3360,31.0,2026-05-04 05:48:30
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,3,S. ANUSUYA,Naam Tamilar Katchi,184,5,189,1.74,2026-05-04 05:48:30
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,4,R. BALAGURU,Desa Makkal Munnetrak Kazhagam,14,1,15,0.14,2026-05-04 05:48:30
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,5,A. VENGADESH,Tamilaga Vettri Kazhagam,1583,40,1623,14.97,2026-05-04 05:48:30
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,6,DR. M. DHANABAL,Independent,14,1,15,0.14,2026-05-04 05:48:30
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,7,N.D. PERUNTHAGAI,Independent,10,0,10,0.09,2026-05-04 05:48:30
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,8,MURUGANANDAM,Independent,105,8,113,1.04,2026-05-04 05:48:30
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,9,SHAJAHAN,Independent,16,1,17,0.16,2026-05-04 05:48:30
2026_RESULTS,Puducherry,U07,26,U07-026,KARAIKAL NORTH,10,NOTA,None of the Above,75,2,77,0.71,2026-05-04 05:48:30
