Election_Id,State,State_Code,Constituency_No,Constituency_Key,Constituency_Name,SN,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,Vote_Percentage,Timestamp
2026_RESULTS,Puducherry,U07,19,U07-019,ARIANKUPPAM,1,C. AIYAPPAN @ MOUTTAYAPPAN,All India N.R. Congress,13851,359,14210,41.18,2026-05-04 07:30:35
2026_RESULTS,Puducherry,U07,19,U07-019,ARIANKUPPAM,2,VIZAYALAKSHMY DJEAMOURTHY,Indian National Congress,13393,214,13607,39.43,2026-05-04 07:30:35
2026_RESULTS,Puducherry,U07,19,U07-019,ARIANKUPPAM,3,RATHINAM,Naadaalum Makkal Katchi,92,2,94,0.27,2026-05-04 07:30:35
2026_RESULTS,Puducherry,U07,19,U07-019,ARIANKUPPAM,4,KUMARAVELU,Tamilaga Vettri Kazhagam,5366,58,5424,15.72,2026-05-04 07:30:35
2026_RESULTS,Puducherry,U07,19,U07-019,ARIANKUPPAM,5,K. SUNDARAVADIVELU,Naam Tamilar Katchi,454,8,462,1.34,2026-05-04 07:30:35
2026_RESULTS,Puducherry,U07,19,U07-019,ARIANKUPPAM,6,L.G. SEKAR,Pattali Makkal Katchi,32,2,34,0.1,2026-05-04 07:30:35
2026_RESULTS,Puducherry,U07,19,U07-019,ARIANKUPPAM,7,SELVAKUMAR .V,Independent,133,4,137,0.4,2026-05-04 07:30:35
2026_RESULTS,Puducherry,U07,19,U07-019,ARIANKUPPAM,8,B. NARAYANAN,Independent,53,2,55,0.16,2026-05-04 07:30:35
2026_RESULTS,Puducherry,U07,19,U07-019,ARIANKUPPAM,9,L. MANIVANNAN,Independent,61,0,61,0.18,2026-05-04 07:30:35
2026_RESULTS,Puducherry,U07,19,U07-019,ARIANKUPPAM,10,A. RAGU @ RAGUNATHAN,Independent,103,4,107,0.31,2026-05-04 07:30:35
2026_RESULTS,Puducherry,U07,19,U07-019,ARIANKUPPAM,11,VENKATESH BABU,Independent,56,1,57,0.17,2026-05-04 07:30:35
2026_RESULTS,Puducherry,U07,19,U07-019,ARIANKUPPAM,12,NOTA,None of the Above,256,6,262,0.76,2026-05-04 07:30:35
