Election_Id,State,State_Code,Constituency_No,Constituency_Key,Constituency_Name,SN,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,Vote_Percentage,Timestamp
2026_RESULTS,Assam,S03,104,S03-104,DERGAON,1,PULIN GOGOI,Aam Aadmi Party,2888,14,2902,1.95,2026-05-04 11:00:13
2026_RESULTS,Assam,S03,104,S03-104,DERGAON,2,MRIDUL KUMAR DUTTA,Bharatiya Janata Party,89424,625,90049,60.59,2026-05-04 11:00:13
2026_RESULTS,Assam,S03,104,S03-104,DERGAON,3,SAGORIKA BORA,Indian National Congress,52820,276,53096,35.72,2026-05-04 11:00:13
2026_RESULTS,Assam,S03,104,S03-104,DERGAON,4,NOTA,None of the Above,2566,17,2583,1.74,2026-05-04 11:00:13
