Election_Id,State,State_Code,Constituency_No,Constituency_Key,Constituency_Name,SN,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,Vote_Percentage,Timestamp
2026_RESULTS,Puducherry,U07,23,U07-023,BAHOUR,1,R. SENTHIL KUMAR,Dravida Munnetra Kazhagam,8209,202,8411,38.13,2026-05-04 11:31:33
2026_RESULTS,Puducherry,U07,23,U07-023,BAHOUR,2,T. THIAGARAJAN,All India N.R. Congress,6387,113,6500,29.46,2026-05-04 11:31:33
2026_RESULTS,Puducherry,U07,23,U07-023,BAHOUR,3,K. KIRUBANIDHI,Pattali Makkal Katchi,36,0,36,0.16,2026-05-04 11:31:33
2026_RESULTS,Puducherry,U07,23,U07-023,BAHOUR,4,SATHIYAMOORTHY. G,Tamilaga Makkal Thannurimai Katchi,87,1,88,0.4,2026-05-04 11:31:33
2026_RESULTS,Puducherry,U07,23,U07-023,BAHOUR,5,N. DHANAVELOU,Tamilaga Vettri Kazhagam,6460,103,6563,29.75,2026-05-04 11:31:33
2026_RESULTS,Puducherry,U07,23,U07-023,BAHOUR,6,S. NAVEENA,Naam Tamilar Katchi,182,2,184,0.83,2026-05-04 11:31:33
2026_RESULTS,Puducherry,U07,23,U07-023,BAHOUR,7,A. ARULPRAKASH @ ARUL OLI,Independent,101,4,105,0.48,2026-05-04 11:31:33
2026_RESULTS,Puducherry,U07,23,U07-023,BAHOUR,8,M. MUGILAN,Independent,11,0,11,0.05,2026-05-04 11:31:33
2026_RESULTS,Puducherry,U07,23,U07-023,BAHOUR,9,M. VENGATESAN,Independent,51,0,51,0.23,2026-05-04 11:31:33
2026_RESULTS,Puducherry,U07,23,U07-023,BAHOUR,10,NOTA,None of the Above,112,0,112,0.51,2026-05-04 11:31:33
