Election_Id,State,State_Code,Constituency_No,Constituency_Key,Constituency_Name,Leading_Candidate,Leading_Party,Trailing_Candidate,Trailing_Party,Margin,Round,Status,Timestamp
2026_RESULTS,Tamil Nadu,S22,28,S22-028,ALANDUR,M.HARISH,Tamilaga Vettri Kazhagam,T.M.ANBARASAN,Dravida Munnetra Kazhagam,29609,31/31,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,182,S22-182,ALANGUDI,SIVA.V.MEYYANATHAN,Dravida Munnetra Kazhagam,KANDASAMY,Tamilaga Vettri Kazhagam,12977,21/21,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,223,S22-223,ALANGULAM,PAUL MANOJ PANDIAN,Dravida Munnetra Kazhagam,K R P PRABAKARAN,All India Anna Dravida Munnetra Kazhagam,7798,25/25,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,225,S22-225,AMBASAMUDRAM,DR.ESAKKI SUBAYA,All India Anna Dravida Munnetra Kazhagam,V.P.DURAI,Indian National Congress,10245,23/23,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,8,S22-008,AMBATTUR,BALAMURUGAN.G,Tamilaga Vettri Kazhagam,DR A.P. POORNIMA,Dravida Munnetra Kazhagam,58781,28/28,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,48,S22-048,AMBUR,VILWANATHAN. A.C.,Dravida Munnetra Kazhagam,IMTHIYAZ PANDARATTUDU ABDU,Tamilaga Vettri Kazhagam,7131,24/24,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,44,S22-044,ANAIKATTU,D.VELAZHAGAN,All India Anna Dravida Munnetra Kazhagam,A.P.NANDAKUMAR,Dravida Munnetra Kazhagam,7081,23/23,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,198,S22-198,ANDIPATTI,MAHARAJAN.A,Dravida Munnetra Kazhagam,PANDI.V,Tamilaga Vettri Kazhagam,9554,25/25,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,21,S22-021,ANNA NAGAR,V.K.RAMKUMAR,Tamilaga Vettri Kazhagam,N.CHITRARASU,Dravida Munnetra Kazhagam,21363,20/20,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,105,S22-105,ANTHIYUR,HARIBASKAR.P,All India Anna Dravida Munnetra Kazhagam,SIVABALAN.M,Dravida Munnetra Kazhagam,1260,20/20,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,38,S22-038,ARAKKONAM,V. GANDHIRAJ,Tamilaga Vettri Kazhagam,EZHIL CAROLINE,Viduthalai Chiruthaigal Katchi,23121,22/22,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,67,S22-067,ARANI,JAYASUDHA. L,All India Anna Dravida Munnetra Kazhagam,MAHALAKSHMI GOVARTHANAN,Dravida Munnetra Kazhagam,5631,25/25,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,183,S22-183,ARANTHANGI,MOHAMED FARVAS. J,Tamilaga Vettri Kazhagam,RAMACHANDRAN . T,Indian National Congress,10062,23/23,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,134,S22-134,ARAVAKURICHI,ELANGO. R,Dravida Munnetra Kazhagam,KARTHIKEYAN. P,Tamilaga Vettri Kazhagam,19382,22/22,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,42,S22-042,ARCOT,S.M.SUKUMAR,All India Anna Dravida Munnetra Kazhagam,G.VIJAY MOHAN,Tamilaga Vettri Kazhagam,42720,23/23,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,149,S22-149,ARIYALUR,RAJENDRAN S,All India Anna Dravida Munnetra Kazhagam,LATHA BALU,Dravida Munnetra Kazhagam,24498,25/25,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,207,S22-207,ARUPPUKKOTTAI,RAMACHANDRAN. K.K.S.S.R,Dravida Munnetra Kazhagam,KARTHIK KUMAR. K,Tamilaga Vettri Kazhagam,4943,20/20,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,129,S22-129,ATHOOR,I. PERIASAMY,Dravida Munnetra Kazhagam,N. KALAISELVI,Tamilaga Vettri Kazhagam,22368,26/26,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,82,S22-082,ATTUR,JAYASANKARAN. A.P.,All India Anna Dravida Munnetra Kazhagam,SELVABHARATHI. R.,Tamilaga Vettri Kazhagam,15318,23/23,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,6,S22-006,AVADI,R.RAMESH KUMAR,Tamilaga Vettri Kazhagam,S.M.NASAR,Dravida Munnetra Kazhagam,76311,27/27,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,112,S22-112,AVANASHI,KAMALI.S,Tamilaga Vettri Kazhagam,DR. L. MURUGAN,Bharatiya Janata Party,15373,28/28,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,52,S22-052,BARGUR,E.C. GOVINDARASAN,All India Anna Dravida Munnetra Kazhagam,E. MURALIDHARAN,Tamilaga Vettri Kazhagam,4241,24/24,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,104,S22-104,BHAVANI,KARUPPANAN. K.C,All India Anna Dravida Munnetra Kazhagam,BALAKRISHNAN,Tamilaga Vettri Kazhagam,7396,22/22,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,107,S22-107,BHAVANISAGAR,V.P.TAMILSELVI,Tamilaga Vettri Kazhagam,A.BANNARI,All India Anna Dravida Munnetra Kazhagam,4569,24/24,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,157,S22-157,BHUVANAGIRI,ARUNMOZHITHEVAN . A,All India Anna Dravida Munnetra Kazhagam,SARAVANAN. DURAI . K,Dravida Munnetra Kazhagam,2487,26/26,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,200,S22-200,BODINAYAKANUR,PANNEERSELVAM.O,Dravida Munnetra Kazhagam,PRAKASH.S,Tamilaga Vettri Kazhagam,6805,25/25,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,32,S22-032,CHENGALPATTU,S. THIYAGARAJAN,Tamilaga Vettri Kazhagam,KARTHIKDHANDAPANI,Dravida Munnetra Kazhagam,35641,40/40,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,62,S22-062,CHENGAM,S.VELU,All India Anna Dravida Munnetra Kazhagam,K BHARATHIDHASAN,Tamilaga Vettri Kazhagam,13278,25/25,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,19,S22-019,CHEPAUK-THIRUVALLIKENI,UDHAYANIDHI STALIN,Dravida Munnetra Kazhagam,SELVAM. D,Tamilaga Vettri Kazhagam,7140,17/17,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,68,S22-068,CHEYYAR,MUKKUR N. SUBRAMANIAN,All India Anna Dravida Munnetra Kazhagam,DUSI K MOHAN,Tamilaga Vettri Kazhagam,21081,24/24,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,34,S22-034,CHEYYUR,RAJASEKAR. E,All India Anna Dravida Munnetra Kazhagam,MOHAN RAJA.M.G.K,Tamilaga Vettri Kazhagam,5668,22/22,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,158,S22-158,CHIDAMBARAM,THAMIMUN ANSARI. M,Dravida Munnetra Kazhagam,PANDIAN. K.A,All India Anna Dravida Munnetra Kazhagam,5747,24/24,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,118,S22-118,COIMBATORE (NORTH),V. SAMPATHKUMAR,Tamilaga Vettri Kazhagam,DURAI. SENTHAMIL SELVAN B.E,Dravida Munnetra Kazhagam,21992,25/25,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,120,S22-120,COIMBATORE (SOUTH),V SENTHILBALAJI,Dravida Munnetra Kazhagam,V. SENTHILKUMAR,Tamilaga Vettri Kazhagam,2271,20/20,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,231,S22-231,COLACHAL,THARAHAI CUTHBERT,Indian National Congress,PREM ALEX LAWRENCE,Tamilaga Vettri Kazhagam,2833,28/28,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,110,S22-110,COONOOR,M. RAJU,Dravida Munnetra Kazhagam,A. RAMU,All India Anna Dravida Munnetra Kazhagam,8099,18/18,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,155,S22-155,CUDDALORE,B.RAJKUMAR,Tamilaga Vettri Kazhagam,A.S.CHANDARASEKARAN,Indian National Congress,15519,20/20,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,201,S22-201,CUMBUM,JEGANATHMISHRA PLA,Tamilaga Vettri Kazhagam,ERAMAKRISHNAN N,Dravida Munnetra Kazhagam,751,25/25,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,101,S22-101,DHARAPURAM,SATHYABAMA.P,All India Anna Dravida Munnetra Kazhagam,INDIRANI.T,Dravida Munnetra Kazhagam,16727,24/24,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,59,S22-059,DHARMAPURI,SOWMIYA ANBUMANI,Pattali Makkal Katchi,SIVAN. M.,Tamilaga Vettri Kazhagam,20896,23/23,Result Declared,2026-05-06 13:39:07
2026_RESULTS,Tamil Nadu,S22,132,S22-132,DINDIGUL,SENTHILKUMAR. I.P,Dravida Munnetra Kazhagam,NAZEER RAJA. G,Tamilaga Vettri Kazhagam,1131,26/26,Result Declared,2026-05-06 13:39:08
2026_RESULTS,Tamil Nadu,S22,11,S22-011,DR.RADHAKRISHNAN NAGAR,N. MARIE WILSON,Tamilaga Vettri Kazhagam,J. JOHN EBENEZER,Dravida Munnetra Kazhagam,49668,18/18,Result Declared,2026-05-06 13:39:08
