Election_Id,State,State_Code,Constituency_No,Constituency_Key,Constituency_Name,Leading_Candidate,Leading_Party,Trailing_Candidate,Trailing_Party,Margin,Round,Status,Timestamp
2026_RESULTS,Assam,S03,16,S03-016,ABHAYAPURI,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,122,S03-122,ALGAPUR-KATLICHERRA,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,112,S03-112,AMRI,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,26,S03-026,BAJALI,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,42,S03-042,BAKSA,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,4,S03-004,BAOKHUNGRI,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,66,S03-066,BARCHALLA,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,59,S03-059,BARHAMPUR,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,38,S03-038,BARKHETRI,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,24,S03-024,BARPETA,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,71,S03-071,BEHALI,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,45,S03-045,BHERGAON,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,21,S03-021,BHOWANIPUR-SORBHOG,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,73,S03-073,BIHPURIA,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,20,S03-020,BIJNI,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,10,S03-010,BILASIPARA,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,62,S03-062,BINNAKANDI,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,9,S03-009,BIRSING JARUA,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,70,S03-070,BISWANATH,PALLAB LOCHAN DAS,Bharatiya Janata Party,JAYANTA BORAH,Indian National Congress,1441,1/17,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,108,S03-108,BOKAJAN,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,105,S03-105,BOKAKHAT,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,28,S03-028,BOKO-CHAYGAON,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,18,S03-018,BONGAIGAON,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,117,S03-117,BORKHOLA,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,87,S03-087,CHABUA-LAHOWAL,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,27,S03-027,CHAMARIA,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,23,S03-023,CHENGA,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,51,S03-051,DALGAON,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,95,S03-095,DEMOW,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,104,S03-104,DERGAON,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,77,S03-077,DHAKUAKHANA,,,,,-,-,Result in Progress,2026-05-04 09:18:28
2026_RESULTS,Assam,S03,65,S03-065,DHEKIAJULI,,,,,-,-,Result in Progress,2026-05-04 09:18:28
