Election_Id,State,State_Code,Constituency_No,Constituency_Key,Constituency_Name,SN,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,Vote_Percentage,Timestamp
2026_RESULTS,Tamil Nadu,S22,141,S22-141,TIRUCHIRAPPALLI (EAST),1,R. ELANGOVAN,Bahujan Samaj Party,227,7,234,0.13,2026-05-04 15:56:02
2026_RESULTS,Tamil Nadu,S22,141,S22-141,TIRUCHIRAPPALLI (EAST),2,S. INIGO IRUDAYARAJ,Dravida Munnetra Kazhagam,62859,1106,63965,35.05,2026-05-04 15:56:02
2026_RESULTS,Tamil Nadu,S22,141,S22-141,TIRUCHIRAPPALLI (EAST),3,DR.KRISHNASAMY .V,Naam Tamilar Katchi,4725,65,4790,2.62,2026-05-04 15:56:02
2026_RESULTS,Tamil Nadu,S22,141,S22-141,TIRUCHIRAPPALLI (EAST),4,G. RAJASEKARAN,All India Anna Dravida Munnetra Kazhagam,19437,278,19715,10.8,2026-05-04 15:56:02
2026_RESULTS,Tamil Nadu,S22,141,S22-141,TIRUCHIRAPPALLI (EAST),5,ANAND SELVARAJ,National Maha Sabha Party,105,0,105,0.06,2026-05-04 15:56:02
2026_RESULTS,Tamil Nadu,S22,141,S22-141,TIRUCHIRAPPALLI (EAST),6,N. GOBINATH,Puthiya Tamilagam,61,2,63,0.03,2026-05-04 15:56:02
2026_RESULTS,Tamil Nadu,S22,141,S22-141,TIRUCHIRAPPALLI (EAST),7,SUKUMAR .S,Thamizhaka Padaippalar Makkal Katchi,99,2,101,0.06,2026-05-04 15:56:02
2026_RESULTS,Tamil Nadu,S22,141,S22-141,TIRUCHIRAPPALLI (EAST),8,C. NANDA KUMAR,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,127,5,132,0.07,2026-05-04 15:56:02
2026_RESULTS,Tamil Nadu,S22,141,S22-141,TIRUCHIRAPPALLI (EAST),9,R. MUTHUKUMAR,Samaniya Makkal Nala Katchi,30,1,31,0.02,2026-05-04 15:56:02
2026_RESULTS,Tamil Nadu,S22,141,S22-141,TIRUCHIRAPPALLI (EAST),10,ROYAL RAJA,Tamizhaga Vaazhvurimai Katchi,165,2,167,0.09,2026-05-04 15:56:02
2026_RESULTS,Tamil Nadu,S22,141,S22-141,TIRUCHIRAPPALLI (EAST),11,VIJAY .K,All India Jananayaka Makkal Kazhagam,138,3,141,0.08,2026-05-04 15:56:02
2026_RESULTS,Tamil Nadu,S22,141,S22-141,TIRUCHIRAPPALLI (EAST),12,VIJAIA MOHANAAJI .MA,Vidial Valarchi Perani,234,1,235,0.13,2026-05-04 15:56:02
2026_RESULTS,Tamil Nadu,S22,141,S22-141,TIRUCHIRAPPALLI (EAST),13,C. JOSEPH VIJAY,Tamilaga Vettri Kazhagam,90431,950,91381,50.07,2026-05-04 15:56:02
2026_RESULTS,Tamil Nadu,S22,141,S22-141,TIRUCHIRAPPALLI (EAST),14,T. GANGAI ULAGANATHAN,Independent,78,1,79,0.04,2026-05-04 15:56:02
2026_RESULTS,Tamil Nadu,S22,141,S22-141,TIRUCHIRAPPALLI (EAST),15,KANNAN .S,Independent,137,1,138,0.08,2026-05-04 15:56:02
2026_RESULTS,Tamil Nadu,S22,141,S22-141,TIRUCHIRAPPALLI (EAST),16,P. CHARLES SAGAYARAJ,Independent,390,0,390,0.21,2026-05-04 15:56:02
2026_RESULTS,Tamil Nadu,S22,141,S22-141,TIRUCHIRAPPALLI (EAST),17,G. SEBASTIAN ANAND,Independent,124,0,124,0.07,2026-05-04 15:56:02
2026_RESULTS,Tamil Nadu,S22,141,S22-141,TIRUCHIRAPPALLI (EAST),18,S. PANNEER SELVAM,Independent,109,0,109,0.06,2026-05-04 15:56:02
2026_RESULTS,Tamil Nadu,S22,141,S22-141,TIRUCHIRAPPALLI (EAST),19,J. ROBERT CHRISTY,Independent,29,2,31,0.02,2026-05-04 15:56:02
2026_RESULTS,Tamil Nadu,S22,141,S22-141,TIRUCHIRAPPALLI (EAST),20,P. RAJENDRAN,Independent,48,0,48,0.03,2026-05-04 15:56:02
2026_RESULTS,Tamil Nadu,S22,141,S22-141,TIRUCHIRAPPALLI (EAST),21,NOTA,None of the Above,498,16,514,0.28,2026-05-04 15:56:02
