Election_Id,State,State_Code,Constituency_No,Constituency_Key,Constituency_Name,SN,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,Vote_Percentage,Timestamp
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,1,ABUBACKER SIDDHEEQ,Naam Tamilar Katchi,3752,0,3752,4.37,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,2,RAJENDRAN. T. M,Dravida Munnetra Kazhagam,30857,0,30857,35.95,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,3,C. KRISHNAMURALI,All India Anna Dravida Munnetra Kazhagam,28945,0,28945,33.72,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,4,T. MAHESHKUMAR,Bahujan Samaj Party,170,0,170,0.2,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,5,ABDUL JALEEL. R. K,Tamilaga Vettri Kazhagam,19808,0,19808,23.08,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,6,KAVITHA. R,Puthiya Tamilagam,481,0,481,0.56,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,7,SHAHIN FATHIMA. A,Tamizhaga Vaazhvurimai Katchi,145,0,145,0.17,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,8,SURESHKUMAR. S,Naam Indiar Party,25,0,25,0.03,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,9,RAJAN. B. S,Aanaithinthiya Jananayaka Pathukappu Kazhagam,78,0,78,0.09,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,10,LAKSHMI. A,Samata Party,69,0,69,0.08,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,11,M. ARUMUGASAMY,Independent,28,0,28,0.03,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,12,ESAKKI. K,Independent,49,0,49,0.06,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,13,ESAKKI PANDI. K,Independent,219,0,219,0.26,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,14,GANESAN. M,Independent,157,0,157,0.18,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,15,SEENIVASAN. S,Independent,131,0,131,0.15,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,16,NAGARAJAN. L,Independent,110,0,110,0.13,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,17,PARTHIPAN. V,Independent,87,0,87,0.1,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,18,BARISHA BANU. M,Independent,189,0,189,0.22,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,19,MURUGAN. P,Independent,207,0,207,0.24,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,20,S. MURUGANANTHAM,Independent,28,0,28,0.03,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,21,RAJAMARAVAN. S,Independent,56,0,56,0.07,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,22,VENKATESH. P,Independent,43,0,43,0.05,2026-05-04 08:39:20
2026_RESULTS,Tamil Nadu,S22,221,S22-221,KADAYANALLUR,23,NOTA,None of the Above,197,0,197,0.23,2026-05-04 08:39:20
