Election_Id,State,State_Code,Constituency_No,Constituency_Key,Constituency_Name,SN,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,Vote_Percentage,Timestamp
2026_RESULTS,West Bengal,S25,259,S25-259,KHANDAGHOSH,1,ANUP KUMAR SAHA,Indian National Congress,912,0,912,0.94,2026-05-04 08:33:14
2026_RESULTS,West Bengal,S25,259,S25-259,KHANDAGHOSH,2,APURBALAL BISWAS,Bahujan Samaj Party,477,0,477,0.49,2026-05-04 08:33:14
2026_RESULTS,West Bengal,S25,259,S25-259,KHANDAGHOSH,3,GOUTAM DHARA,Bharatiya Janata Party,42480,0,42480,43.86,2026-05-04 08:33:14
2026_RESULTS,West Bengal,S25,259,S25-259,KHANDAGHOSH,4,NABIN CHANDRA BAG,All India Trinamool Congress,45497,0,45497,46.98,2026-05-04 08:33:14
2026_RESULTS,West Bengal,S25,259,S25-259,KHANDAGHOSH,5,RAMJIBAN RAY,Communist Party of India (Marxist),6163,0,6163,6.36,2026-05-04 08:33:14
2026_RESULTS,West Bengal,S25,259,S25-259,KHANDAGHOSH,6,BIJOY KUMAR MAJHI,Independent,423,0,423,0.44,2026-05-04 08:33:14
2026_RESULTS,West Bengal,S25,259,S25-259,KHANDAGHOSH,7,BISWAJIT SING,Independent,269,0,269,0.28,2026-05-04 08:33:14
2026_RESULTS,West Bengal,S25,259,S25-259,KHANDAGHOSH,8,NOTA,None of the Above,623,0,623,0.64,2026-05-04 08:33:14
