Election_Id,State,State_Code,Constituency_No,Constituency_Key,Constituency_Name,SN,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,Vote_Percentage,Timestamp
2026_RESULTS,Assam,S03,110,S03-110,DIPHU,1,NISO TERANGPI,Bharatiya Janata Party,44225,0,44225,64.83,2026-05-04 07:51:08
2026_RESULTS,Assam,S03,110,S03-110,DIPHU,2,BIRESH DIFOESA,Aam Aadmi Party,1103,0,1103,1.62,2026-05-04 07:51:08
2026_RESULTS,Assam,S03,110,S03-110,DIPHU,3,J. I  KATHAR,Independent,19015,0,19015,27.88,2026-05-04 07:51:08
2026_RESULTS,Assam,S03,110,S03-110,DIPHU,4,RABINDRA RONGPI,Independent,430,0,430,0.63,2026-05-04 07:51:08
2026_RESULTS,Assam,S03,110,S03-110,DIPHU,5,RAJEN TIMUNG S/O LT. KANGBURA TIMUNG,Independent,1749,0,1749,2.56,2026-05-04 07:51:08
2026_RESULTS,Assam,S03,110,S03-110,DIPHU,6,RAJEN TIMUNG S/O LT. SARTHE TIMUNG,Independent,420,0,420,0.62,2026-05-04 07:51:08
2026_RESULTS,Assam,S03,110,S03-110,DIPHU,7,NOTA,None of the Above,1273,0,1273,1.87,2026-05-04 07:51:08
